temperature,oil_temperature,oil_pressure,voltage,current,vibration,load,power_factor,frequency,temp_oil_delta,apparent_power_ratio,temp_rate_of_change,vib_rate_of_change,rolling_temp_std,rolling_current_std,failure_label,failure_mode,is_failure
67.96,62.37,26.28,405.55,42.56,1.11,73.78,0.978,50.07,5.58,0.863,0.0436,0.0013,0.726,1.899,0,NORMAL,0
68.24,60.99,22.76,400.03,47.16,1.73,77.42,0.956,50.07,7.25,0.943,-0.0152,0.0256,0.786,1.25,0,NORMAL,0
67.85,62.11,26.59,400.91,43.01,1.06,73.9,0.971,50.05,5.74,0.862,-0.0134,-0.0,0.38,1.508,0,NORMAL,0
61.73,53.93,21.27,389.02,39.18,7.34,72.41,0.953,50.12,7.8,0.762,0.0777,0.4479,0.89,1.119,2,MECHANICAL_FAULT,1
62.39,53.15,28.84,400.4,44.26,0.84,70.92,0.95,50.06,9.24,0.886,-0.0282,-0.0145,1.18,0.818,0,NORMAL,0
66.15,57.53,28.28,394.75,40.71,5.46,73.47,0.943,49.94,8.63,0.803,0.0142,0.6225,1.644,2.85,2,MECHANICAL_FAULT,1
134.77,110.78,56.32,332.48,96.74,11.04,124.94,0.681,48.98,23.99,1.608,1.9751,0.484,7.097,7.702,4,CRITICAL_FAILURE,1
57.43,49.12,25.24,410.47,29.52,0.92,48.47,0.959,50.04,8.31,0.606,0.0042,-0.0225,0.773,0.637,0,NORMAL,0
74.87,65.88,29.28,401.73,40.94,7.82,79.98,0.923,50.06,8.99,0.822,0.0856,0.1271,1.587,2.439,2,MECHANICAL_FAULT,1
64.52,59.68,24.13,399.2,38.25,1.61,62.02,0.974,50.08,4.84,0.763,-0.0054,0.0125,1.125,1.17,0,NORMAL,0
60.11,50.23,26.1,398.85,30.41,1.41,55.87,0.934,49.93,9.88,0.607,0.0569,-0.0023,0.713,1.808,0,NORMAL,0
57.71,47.88,27.79,403.99,27.26,0.85,50.03,0.972,50.12,9.83,0.551,-0.0379,0.0029,0.652,1.992,0,NORMAL,0
74.61,69.41,27.62,393.1,48.12,6.93,81.03,0.912,50.03,5.2,0.946,0.0474,0.4872,1.309,1.042,2,MECHANICAL_FAULT,1
60.51,54.63,24.57,397.97,28.96,1.82,49.13,0.968,50.01,5.88,0.576,-0.048,0.0217,0.226,0.975,0,NORMAL,0
63.2,57.78,24.19,401.94,45.99,1.85,76.51,0.931,49.91,5.42,0.924,0.0336,-0.0422,0.415,0.618,0,NORMAL,0
73.03,64.59,25.52,400.15,37.23,10.29,68.29,0.926,49.96,8.45,0.745,-0.0396,0.2888,1.649,2.205,2,MECHANICAL_FAULT,1
64.32,56.74,25.36,409.38,49.03,10.03,83.21,0.952,49.97,7.58,1.004,0.0682,0.4464,1.737,2.53,2,MECHANICAL_FAULT,1
68.14,59.35,22.71,403.0,48.25,1.64,76.56,0.974,50.08,8.79,0.972,0.0073,-0.0018,0.994,0.781,0,NORMAL,0
88.42,90.41,36.13,390.73,67.5,2.56,107.88,0.935,49.74,-1.99,1.319,0.8371,0.0134,3.487,6.052,1,THERMAL_OVERLOAD,1
83.97,77.35,7.05,373.85,40.42,2.11,76.73,0.835,49.65,6.62,0.756,0.1294,-0.0188,1.608,4.429,3,DIELECTRIC_FAULT,1
63.54,58.71,24.65,392.04,41.85,1.37,67.02,0.964,49.86,4.83,0.82,0.0152,-0.0017,0.799,1.711,0,NORMAL,0
69.75,61.33,27.48,406.1,46.72,2.08,76.06,0.931,49.95,8.42,0.949,-0.0098,0.0086,0.656,1.779,0,NORMAL,0
65.19,59.63,27.99,404.51,40.3,1.3,67.1,0.975,50.01,5.55,0.815,-0.0184,-0.0276,1.085,1.781,0,NORMAL,0
63.65,56.31,26.09,400.84,35.26,1.89,55.9,0.931,49.95,7.34,0.707,-0.0203,-0.0155,1.066,0.654,0,NORMAL,0
64.95,59.58,25.11,398.11,40.66,1.94,68.55,0.958,50.05,5.37,0.809,-0.06,-0.0038,0.802,1.512,0,NORMAL,0
56.53,50.51,24.86,403.89,40.73,11.81,78.71,0.909,50.1,6.01,0.822,-0.0287,0.5813,1.561,2.155,2,MECHANICAL_FAULT,1
109.72,102.33,35.51,392.51,60.2,3.77,100.6,0.907,49.96,7.39,1.181,0.2788,-0.053,5.662,5.845,1,THERMAL_OVERLOAD,1
63.47,53.86,24.06,394.28,36.49,1.02,61.13,0.957,49.93,9.61,0.719,-0.0033,-0.039,0.425,0.581,0,NORMAL,0
95.9,104.55,33.06,393.21,70.62,3.9,117.24,0.894,49.78,-8.64,1.388,0.3338,0.0086,3.239,3.324,1,THERMAL_OVERLOAD,1
58.8,52.83,26.09,408.67,31.07,1.25,51.18,0.972,50.02,5.96,0.635,-0.013,0.0437,1.108,1.045,0,NORMAL,0
62.55,53.3,23.38,400.37,46.6,0.99,77.42,0.979,49.97,9.25,0.933,0.0273,-0.0162,0.65,0.861,0,NORMAL,0
69.75,64.85,24.46,402.38,46.29,0.89,77.56,0.963,49.91,4.9,0.931,0.0104,-0.0171,0.872,0.987,0,NORMAL,0
58.9,51.79,24.6,397.15,27.04,0.89,47.83,0.97,50.01,7.11,0.537,-0.0467,0.0066,0.733,0.987,0,NORMAL,0
56.1,50.46,24.19,396.2,41.0,10.7,77.92,0.957,49.98,5.64,0.812,0.0587,0.5047,1.792,2.625,2,MECHANICAL_FAULT,1
77.76,71.31,21.89,389.21,37.36,8.37,70.38,0.905,50.09,6.45,0.727,0.0563,0.3042,1.43,2.744,2,MECHANICAL_FAULT,1
79.69,80.63,53.47,372.86,41.5,1.94,75.32,0.797,49.18,-0.95,0.774,0.212,-0.0089,3.629,2.532,3,DIELECTRIC_FAULT,1
61.09,54.46,25.82,399.47,42.87,10.37,83.83,0.907,49.98,6.63,0.856,0.0342,0.4193,0.926,1.37,2,MECHANICAL_FAULT,1
89.8,77.56,45.12,380.48,32.62,2.31,54.6,0.685,49.81,12.24,0.62,0.3043,0.0602,3.051,2.445,3,DIELECTRIC_FAULT,1
71.67,64.61,24.63,401.26,46.63,1.77,74.6,0.942,50.01,7.06,0.936,0.0117,-0.0155,0.625,1.756,0,NORMAL,0
66.03,59.1,23.7,403.83,44.91,1.78,75.56,0.979,50.04,6.93,0.907,-0.083,0.0543,0.718,0.513,0,NORMAL,0
60.43,56.12,21.87,396.14,30.8,1.75,50.58,0.957,49.93,4.31,0.61,0.0259,0.0174,0.919,1.37,0,NORMAL,0
64.27,58.21,25.36,394.25,43.98,1.61,72.86,0.951,49.9,6.06,0.867,0.0465,-0.0114,0.203,1.92,0,NORMAL,0
63.07,55.17,24.38,407.1,36.71,1.73,59.12,0.936,50.02,7.9,0.747,0.0738,-0.0439,0.227,0.606,0,NORMAL,0
61.35,57.33,24.56,395.5,37.53,0.84,65.14,0.948,49.98,4.03,0.742,0.0206,-0.0267,0.247,1.617,0,NORMAL,0
61.28,51.79,22.75,398.27,33.25,1.55,57.99,0.958,50.06,9.49,0.662,0.021,0.0092,0.615,1.032,0,NORMAL,0
57.66,49.9,23.88,398.36,31.91,10.43,60.45,0.937,49.96,7.76,0.636,-0.0182,0.18,1.766,1.281,2,MECHANICAL_FAULT,1
62.85,58.69,25.86,400.96,37.58,1.53,63.88,0.959,50.0,4.16,0.753,-0.0161,-0.0131,0.912,0.815,0,NORMAL,0
65.04,56.94,24.13,403.48,43.79,1.24,73.25,0.975,50.06,8.1,0.883,0.0409,-0.0117,1.132,1.442,0,NORMAL,0
61.67,54.13,25.39,398.12,39.56,1.54,69.74,0.961,49.98,7.54,0.788,0.0278,0.0236,0.295,1.674,0,NORMAL,0
65.49,61.3,26.82,408.39,38.33,1.68,63.61,0.961,49.99,4.19,0.783,-0.0207,-0.0103,0.575,0.774,0,NORMAL,0
72.25,65.26,27.47,397.32,37.66,11.18,71.07,0.945,50.01,6.99,0.748,0.0052,0.2614,1.728,2.897,2,MECHANICAL_FAULT,1
60.97,53.6,20.59,401.72,32.68,1.93,54.93,0.94,50.02,7.37,0.656,0.0156,-0.0089,0.222,1.391,0,NORMAL,0
59.2,50.64,29.65,399.43,30.8,1.09,52.59,0.952,50.02,8.56,0.615,-0.0352,0.0088,1.144,1.958,0,NORMAL,0
65.41,58.67,23.5,401.49,37.31,1.83,61.53,0.938,49.98,6.74,0.749,-0.0084,-0.0082,0.894,1.73,0,NORMAL,0
88.77,101.14,30.23,398.5,76.98,3.79,123.79,0.912,49.9,-12.37,1.534,0.6659,-0.0439,4.362,4.151,1,THERMAL_OVERLOAD,1
60.53,54.09,29.03,401.15,33.93,1.13,57.77,0.932,49.98,6.44,0.681,0.0269,0.0069,0.765,1.096,0,NORMAL,0
76.66,88.15,48.91,370.39,42.86,3.08,76.35,0.708,50.0,-11.49,0.794,0.2597,0.0385,1.831,2.861,3,DIELECTRIC_FAULT,1
75.71,91.6,51.11,394.49,35.65,2.93,59.72,0.832,49.73,-15.89,0.703,0.3712,0.0582,3.396,4.884,3,DIELECTRIC_FAULT,1
59.79,52.63,27.51,400.6,27.31,1.59,46.85,0.939,49.97,7.16,0.547,-0.0304,-0.0268,0.316,1.955,0,NORMAL,0
59.74,50.24,26.65,399.35,31.93,2.02,53.18,0.979,50.03,9.49,0.638,0.0171,0.0278,0.565,0.772,0,NORMAL,0
62.85,56.24,21.82,398.89,42.86,8.4,73.93,0.926,50.01,6.6,0.855,0.044,0.3484,1.167,1.261,2,MECHANICAL_FAULT,1
111.56,115.78,52.58,345.84,116.74,13.37,149.16,0.732,48.76,-4.23,2.019,1.5941,0.6343,10.324,14.492,4,CRITICAL_FAILURE,1
60.47,55.11,24.22,406.2,35.63,1.61,58.1,0.951,49.94,5.36,0.724,0.0018,0.0183,0.458,1.237,0,NORMAL,0
65.0,60.24,26.0,403.79,37.55,1.3,66.39,0.96,50.02,4.76,0.758,-0.0083,0.0023,0.462,0.6,0,NORMAL,0
130.22,102.15,58.71,345.6,110.3,8.98,159.16,0.719,49.0,28.07,1.906,0.6945,1.0787,5.864,7.583,4,CRITICAL_FAILURE,1
63.82,54.47,25.45,398.93,30.26,0.91,50.35,0.967,50.02,9.34,0.604,-0.0089,0.0034,0.91,0.972,0,NORMAL,0
68.57,59.16,27.67,402.58,43.06,1.96,73.68,0.977,49.92,9.41,0.867,0.0427,0.0032,0.528,1.202,0,NORMAL,0
75.7,94.19,8.98,365.28,41.49,3.71,75.5,0.682,49.8,-18.48,0.758,0.3539,0.0011,3.978,2.96,3,DIELECTRIC_FAULT,1
62.37,57.16,24.87,396.71,35.03,1.54,58.64,0.977,49.94,5.21,0.695,0.005,-0.0141,0.726,1.274,0,NORMAL,0
60.72,51.21,23.34,400.45,31.58,1.08,52.15,0.977,49.95,9.52,0.632,0.0019,-0.0388,0.482,1.312,0,NORMAL,0
66.96,58.54,23.58,403.94,35.44,0.96,63.37,0.96,50.01,8.42,0.716,-0.0115,-0.0041,0.63,1.331,0,NORMAL,0
61.16,56.67,25.72,399.11,31.02,1.75,50.36,0.978,50.02,4.49,0.619,0.0263,0.0062,0.97,1.096,0,NORMAL,0
65.18,57.98,25.03,399.52,45.7,1.35,73.66,0.969,49.98,7.2,0.913,0.0155,0.0184,0.673,0.824,0,NORMAL,0
65.86,59.62,30.41,399.73,37.35,1.06,62.84,0.975,49.99,6.24,0.746,0.0331,0.0288,0.299,1.406,0,NORMAL,0
58.73,48.92,24.61,392.72,28.16,1.89,49.35,0.966,49.99,9.81,0.553,0.0153,-0.0179,0.897,0.521,0,NORMAL,0
99.91,94.57,33.03,390.63,68.69,3.42,106.87,0.918,50.11,5.34,1.342,0.4391,0.041,4.039,5.17,1,THERMAL_OVERLOAD,1
71.49,84.3,8.58,391.38,46.01,3.59,77.53,0.718,49.56,-12.81,0.9,0.291,-0.0353,2.906,3.415,3,DIELECTRIC_FAULT,1
64.2,56.94,24.89,400.88,39.3,1.07,66.56,0.947,50.02,7.26,0.788,0.025,0.0249,0.978,0.61,0,NORMAL,0
61.03,54.11,23.68,402.6,33.64,1.03,57.02,0.969,49.97,6.92,0.677,0.0046,-0.031,0.652,1.369,0,NORMAL,0
63.95,56.07,23.49,396.19,46.15,0.98,76.94,0.966,49.98,7.87,0.914,0.0284,0.004,0.246,1.918,0,NORMAL,0
60.29,52.97,22.91,399.03,30.23,2.17,46.67,0.954,50.02,7.32,0.603,0.0503,0.0145,0.725,1.752,0,NORMAL,0
59.78,51.02,22.17,395.82,34.35,1.54,54.29,0.942,50.03,8.76,0.68,-0.0134,0.0244,1.034,1.072,0,NORMAL,0
64.31,56.12,22.7,396.14,37.34,1.31,62.94,0.962,49.97,8.2,0.74,0.017,0.0302,0.557,0.744,0,NORMAL,0
59.39,52.93,30.78,399.91,26.71,0.85,46.49,0.974,50.03,6.46,0.534,0.0353,0.0351,0.344,1.899,0,NORMAL,0
63.36,55.28,29.08,401.37,40.83,1.73,66.41,0.941,49.93,8.08,0.819,0.0011,-0.006,1.005,1.066,0,NORMAL,0
56.96,50.14,20.94,396.83,42.58,9.37,77.81,0.934,49.86,6.82,0.845,-0.0422,0.266,1.721,2.565,2,MECHANICAL_FAULT,1
63.21,55.62,27.55,399.64,37.3,8.17,71.56,0.953,50.03,7.59,0.745,0.0515,0.1821,1.49,2.189,2,MECHANICAL_FAULT,1
65.66,58.64,23.93,398.82,41.1,1.09,68.01,0.968,50.01,7.02,0.82,0.0495,0.0123,1.134,0.577,0,NORMAL,0
60.06,52.99,27.15,403.01,29.28,1.22,53.0,0.95,49.98,7.06,0.59,-0.0114,-0.018,0.724,0.501,0,NORMAL,0
64.67,59.1,23.1,398.16,42.74,1.14,72.63,0.977,49.93,5.57,0.851,-0.0287,-0.004,0.668,0.777,0,NORMAL,0
74.47,65.97,25.37,401.45,42.22,7.66,82.65,0.959,49.97,8.51,0.847,0.0657,0.5951,1.706,2.45,2,MECHANICAL_FAULT,1
58.51,53.24,26.04,407.35,30.75,0.86,50.46,0.946,50.06,5.27,0.626,0.0056,-0.0146,1.153,1.579,0,NORMAL,0
76.24,78.6,48.77,379.86,49.39,2.98,89.81,0.792,49.64,-2.36,0.938,0.173,-0.0452,1.719,3.16,3,DIELECTRIC_FAULT,1
61.2,55.4,25.8,399.14,35.12,0.88,58.76,0.954,49.91,5.8,0.701,-0.0317,0.0328,0.313,1.687,0,NORMAL,0
58.38,51.88,22.09,394.49,30.18,0.93,48.49,0.935,49.97,6.5,0.595,-0.0484,0.031,1.102,1.196,0,NORMAL,0
63.51,56.26,23.42,402.24,31.16,2.15,51.2,0.942,49.94,7.24,0.627,0.0053,0.0175,0.323,1.201,0,NORMAL,0
63.87,54.76,24.61,390.29,36.91,1.44,57.98,0.93,49.97,9.11,0.72,-0.0136,0.0098,0.78,1.934,0,NORMAL,0
89.12,93.04,32.52,399.42,78.12,2.14,113.08,0.927,50.03,-3.93,1.56,0.8089,0.0007,4.639,5.365,1,THERMAL_OVERLOAD,1
62.71,55.36,27.18,403.3,33.49,1.57,56.61,0.946,50.06,7.35,0.675,-0.0452,-0.02,1.117,1.74,0,NORMAL,0
61.27,53.2,21.54,399.75,40.29,1.87,66.83,0.954,50.03,8.07,0.805,-0.021,-0.0191,0.832,0.636,0,NORMAL,0
64.53,55.22,23.19,404.86,40.05,2.02,65.44,0.959,50.08,9.31,0.811,-0.0036,-0.0267,0.413,0.932,0,NORMAL,0
64.23,59.02,26.32,397.48,34.68,2.14,59.31,0.955,50.01,5.21,0.689,0.0144,-0.0086,0.42,0.513,0,NORMAL,0
65.54,60.02,26.53,405.17,40.07,1.25,66.53,0.957,50.05,5.52,0.812,-0.0047,-0.0231,1.081,1.132,0,NORMAL,0
63.75,56.71,24.01,401.35,38.44,1.03,64.29,0.963,49.94,7.04,0.771,-0.0506,-0.0359,0.86,1.163,0,NORMAL,0
67.64,61.82,26.39,402.24,47.96,1.77,77.23,0.978,50.04,5.82,0.965,-0.0296,-0.0057,0.872,1.594,0,NORMAL,0
60.49,54.24,22.06,397.12,44.2,8.45,73.85,0.908,49.97,6.25,0.878,-0.0158,0.139,1.226,2.235,2,MECHANICAL_FAULT,1
60.35,53.27,24.95,404.82,35.02,9.44,63.0,0.928,50.02,7.08,0.709,-0.0525,0.3108,1.319,2.451,2,MECHANICAL_FAULT,1
83.46,83.44,57.74,354.91,42.84,3.41,81.89,0.756,49.94,0.02,0.76,0.3422,0.0209,3.972,3.925,3,DIELECTRIC_FAULT,1
63.87,58.97,22.35,401.45,31.11,1.66,55.93,0.973,49.99,4.9,0.624,-0.0189,0.0223,0.296,1.698,0,NORMAL,0
90.73,93.55,34.71,395.68,83.92,4.0,126.8,0.936,49.99,-2.81,1.66,0.7766,0.0113,3.077,6.102,1,THERMAL_OVERLOAD,1
66.47,58.71,25.53,391.48,32.72,10.71,63.44,0.909,49.94,7.76,0.641,0.0867,0.4798,0.974,2.03,2,MECHANICAL_FAULT,1
65.96,56.05,24.74,404.65,38.82,1.13,64.22,0.962,49.96,9.91,0.785,0.0438,-0.0046,1.117,1.525,0,NORMAL,0
60.28,54.88,24.93,395.98,33.24,1.34,56.7,0.964,50.01,5.4,0.658,0.0295,-0.0043,1.145,1.201,0,NORMAL,0
58.87,51.5,27.18,395.66,32.98,1.41,56.83,0.944,50.01,7.36,0.652,0.0398,0.0012,0.222,1.99,0,NORMAL,0
67.71,61.78,24.25,405.6,36.09,1.89,60.59,0.961,50.02,5.93,0.732,-0.0452,-0.0111,1.06,1.55,0,NORMAL,0
62.63,55.14,24.52,406.17,36.77,1.79,63.41,0.959,49.95,7.49,0.747,-0.0269,-0.0236,0.891,1.943,0,NORMAL,0
64.61,58.98,23.71,397.92,37.15,0.85,60.63,0.956,50.03,5.63,0.739,-0.0218,0.0128,0.983,0.771,0,NORMAL,0
65.75,57.91,28.5,393.15,42.72,1.39,75.36,0.938,49.92,7.84,0.84,0.0577,-0.0062,0.999,1.24,0,NORMAL,0
65.27,57.25,28.74,404.62,41.92,5.57,76.8,0.951,50.0,8.02,0.848,-0.0167,0.1371,1.801,1.12,2,MECHANICAL_FAULT,1
67.41,62.49,24.07,397.93,35.39,1.07,57.64,0.936,50.08,4.92,0.704,0.0024,-0.0183,1.052,0.658,0,NORMAL,0
63.98,57.29,25.14,404.78,33.05,1.44,57.89,0.958,50.01,6.69,0.669,0.0239,0.0333,1.079,1.035,0,NORMAL,0
90.83,78.68,11.01,412.07,44.66,2.57,76.6,0.716,49.99,12.15,0.92,0.3649,0.0869,1.626,3.058,3,DIELECTRIC_FAULT,1
66.18,57.05,25.16,403.44,39.78,1.3,67.52,0.939,50.0,9.13,0.802,-0.0443,-0.0085,0.614,1.746,0,NORMAL,0
128.71,113.01,54.12,346.44,116.46,14.62,148.94,0.714,48.36,15.69,2.017,1.7592,0.9409,6.993,13.578,4,CRITICAL_FAILURE,1
76.32,80.57,46.16,417.91,31.48,3.12,62.87,0.836,50.11,-4.25,0.658,0.391,0.168,3.027,3.544,3,DIELECTRIC_FAULT,1
68.3,60.59,26.04,398.23,44.8,2.13,74.14,0.979,50.0,7.71,0.892,0.017,-0.0097,0.909,1.944,0,NORMAL,0
60.81,53.45,24.33,392.83,32.66,1.52,50.39,0.961,50.01,7.36,0.642,0.0042,-0.0013,0.72,0.774,0,NORMAL,0
77.91,83.91,44.44,383.51,26.16,3.39,58.9,0.699,49.58,-6.01,0.502,0.3427,0.1212,3.628,2.567,3,DIELECTRIC_FAULT,1
106.5,95.09,25.86,385.92,86.29,2.58,132.89,0.908,50.02,11.41,1.665,0.2358,-0.0224,5.501,3.645,1,THERMAL_OVERLOAD,1
102.7,99.54,29.86,401.14,81.62,2.65,130.4,0.924,50.01,3.16,1.637,0.6304,-0.1132,5.129,3.13,1,THERMAL_OVERLOAD,1
84.33,91.45,11.62,383.6,47.98,1.97,89.94,0.706,49.79,-7.12,0.92,0.1024,0.0264,3.009,3.334,3,DIELECTRIC_FAULT,1
63.44,54.11,22.1,399.93,43.9,1.45,70.66,0.956,49.94,9.33,0.878,-0.0275,-0.0164,1.079,1.669,0,NORMAL,0
72.0,65.44,25.46,394.57,39.84,6.08,73.54,0.923,49.91,6.56,0.786,0.0133,0.2536,1.67,2.572,2,MECHANICAL_FAULT,1
64.97,57.96,23.5,401.41,45.42,11.59,82.53,0.918,49.95,7.02,0.912,0.0412,0.3188,1.393,2.121,2,MECHANICAL_FAULT,1
66.25,61.5,19.21,400.5,43.04,1.85,71.54,0.96,50.04,4.75,0.862,0.0328,0.0173,1.124,1.878,0,NORMAL,0
66.46,58.73,22.94,399.16,42.12,1.99,70.06,0.943,50.0,7.73,0.841,0.0264,-0.0001,0.724,1.733,0,NORMAL,0
75.15,84.58,8.31,391.79,35.4,3.21,75.31,0.689,49.82,-9.43,0.694,0.3229,0.0276,1.637,3.622,3,DIELECTRIC_FAULT,1
60.39,56.29,25.07,404.58,34.09,2.15,56.33,0.949,49.96,4.1,0.69,0.0054,0.0092,0.776,0.689,0,NORMAL,0
71.68,65.51,26.45,406.88,45.07,10.68,83.86,0.957,50.09,6.17,0.917,-0.0008,0.5292,1.508,1.735,2,MECHANICAL_FAULT,1
65.67,59.14,20.42,396.93,44.63,1.58,76.16,0.942,49.94,6.53,0.886,-0.0155,-0.0108,0.672,1.237,0,NORMAL,0
62.72,54.22,22.58,399.48,39.96,1.58,63.63,0.978,50.02,8.5,0.798,-0.0101,-0.0193,0.698,0.607,0,NORMAL,0
61.14,53.05,26.06,397.59,28.33,1.46,47.09,0.951,50.07,8.09,0.563,0.0173,-0.0041,1.031,1.948,0,NORMAL,0
98.09,93.04,33.92,393.1,69.7,2.39,107.88,0.891,49.66,5.06,1.37,0.3962,-0.0852,4.806,4.24,1,THERMAL_OVERLOAD,1
67.37,58.82,24.95,400.07,46.79,8.24,84.89,0.937,49.88,8.55,0.936,0.0296,0.5248,0.866,1.725,2,MECHANICAL_FAULT,1
58.73,51.37,22.4,405.47,28.37,1.59,50.11,0.93,49.91,7.36,0.575,0.0066,-0.0089,1.12,0.906,0,NORMAL,0
61.66,52.56,26.4,394.47,29.08,1.98,47.96,0.949,50.03,9.1,0.574,0.0472,-0.0013,0.253,0.625,0,NORMAL,0
61.97,55.7,26.61,402.11,29.83,1.63,47.65,0.97,49.99,6.27,0.6,-0.0367,0.0046,0.882,0.939,0,NORMAL,0
63.46,54.96,23.64,404.77,40.23,1.59,65.44,0.959,50.03,8.5,0.814,-0.037,0.008,0.937,1.365,0,NORMAL,0
126.6,101.28,58.8,341.48,124.96,10.92,149.09,0.756,48.56,25.33,2.134,1.2677,1.1842,6.508,11.083,4,CRITICAL_FAILURE,1
62.02,56.62,26.75,403.73,31.02,2.06,52.75,0.936,49.99,5.4,0.626,-0.0123,-0.0264,0.981,1.418,0,NORMAL,0
64.2,58.57,27.14,397.84,32.79,2.0,50.03,0.974,50.06,5.63,0.652,-0.0564,0.0133,0.73,1.039,0,NORMAL,0
58.59,53.14,26.39,402.86,29.91,1.6,50.42,0.958,50.04,5.44,0.602,0.0235,-0.0116,1.091,1.434,0,NORMAL,0
63.39,54.48,24.42,401.88,37.05,1.28,62.16,0.945,49.99,8.9,0.745,0.0144,0.0176,0.425,1.596,0,NORMAL,0
62.52,55.63,24.33,401.74,38.91,1.02,61.4,0.965,50.08,6.9,0.782,0.0148,-0.0055,0.283,0.615,0,NORMAL,0
64.69,58.38,22.56,397.87,36.3,0.96,60.07,0.931,50.04,6.3,0.722,-0.0096,-0.0122,0.752,0.596,0,NORMAL,0
64.16,56.09,27.97,405.09,40.75,1.87,68.82,0.98,49.95,8.07,0.825,-0.0528,-0.0089,0.893,1.876,0,NORMAL,0
67.6,58.73,26.08,398.52,45.27,1.48,72.52,0.948,49.97,8.87,0.902,0.0381,-0.02,0.846,1.835,0,NORMAL,0
125.04,100.9,64.4,336.81,111.01,10.4,145.42,0.749,49.12,24.14,1.869,0.8577,0.4078,11.12,12.876,4,CRITICAL_FAILURE,1
66.17,59.77,23.77,397.03,35.12,1.33,63.35,0.931,50.04,6.41,0.697,0.0346,0.0036,0.228,1.421,0,NORMAL,0
62.19,52.81,24.02,396.26,33.41,1.91,56.75,0.931,49.99,9.38,0.662,0.0306,0.012,0.523,0.88,0,NORMAL,0
86.43,87.76,43.97,387.11,45.3,1.96,82.09,0.704,49.72,-1.33,0.877,0.1095,0.1163,3.656,4.211,3,DIELECTRIC_FAULT,1
114.86,86.03,22.86,397.58,83.74,2.67,128.07,0.893,49.91,28.83,1.665,0.7758,0.0964,3.605,6.851,1,THERMAL_OVERLOAD,1
62.79,53.21,23.58,392.72,31.42,1.3,51.47,0.97,49.87,9.58,0.617,-0.0012,0.0003,0.667,1.509,0,NORMAL,0
64.36,57.18,25.96,405.91,39.27,2.11,66.66,0.934,50.07,7.19,0.797,-0.1031,-0.0088,0.631,0.554,0,NORMAL,0
60.31,52.99,22.9,386.84,45.38,7.53,79.64,0.934,50.05,7.32,0.878,-0.0634,0.3594,1.149,1.604,2,MECHANICAL_FAULT,1
64.44,57.77,26.87,399.96,41.59,0.92,71.68,0.944,49.97,6.66,0.832,0.0125,0.0132,0.88,1.717,0,NORMAL,0
88.48,82.24,7.75,396.19,41.26,3.27,73.65,0.698,49.64,6.24,0.817,0.2797,0.0673,2.99,3.778,3,DIELECTRIC_FAULT,1
67.12,62.67,22.48,402.15,48.16,1.07,76.11,0.937,49.97,4.45,0.968,0.0384,0.0112,0.778,0.72,0,NORMAL,0
62.17,56.37,22.12,405.39,31.63,1.47,56.96,0.931,50.03,5.8,0.641,-0.0206,-0.0227,0.825,1.58,0,NORMAL,0
101.55,87.98,33.6,381.54,71.96,3.17,107.95,0.881,49.87,13.57,1.373,0.3923,0.0168,4.025,3.596,1,THERMAL_OVERLOAD,1
60.59,52.8,23.38,397.58,30.5,2.06,52.79,0.953,49.95,7.79,0.606,0.0452,-0.0145,1.11,0.538,0,NORMAL,0
64.96,55.8,26.7,409.56,43.61,1.42,71.12,0.93,50.03,9.16,0.893,0.0109,-0.0579,1.005,1.827,0,NORMAL,0
68.51,59.27,21.47,398.14,42.67,2.01,69.75,0.949,50.03,9.24,0.849,-0.0205,-0.0266,1.104,0.797,0,NORMAL,0
64.54,56.21,22.9,400.79,36.54,1.16,61.07,0.957,49.97,8.33,0.732,0.0101,-0.0352,0.908,1.602,0,NORMAL,0
65.53,58.57,24.31,396.79,46.42,0.9,77.41,0.956,49.85,6.96,0.921,-0.0265,-0.0106,0.382,1.603,0,NORMAL,0
61.2,52.86,22.29,397.16,27.96,1.7,46.29,0.96,50.07,8.34,0.555,-0.0024,0.0251,0.719,1.117,0,NORMAL,0
59.84,52.21,23.72,400.15,39.81,1.51,64.55,0.939,50.14,7.63,0.796,0.0054,0.0269,0.331,1.649,0,NORMAL,0
65.44,60.75,26.43,403.87,36.91,1.72,59.51,0.938,50.05,4.69,0.745,-0.0206,-0.0298,0.48,0.842,0,NORMAL,0
65.9,60.13,23.95,404.9,39.36,1.6,63.54,0.967,49.93,5.77,0.797,-0.0275,0.0265,1.13,1.318,0,NORMAL,0
65.15,59.94,25.36,404.01,45.64,1.15,75.46,0.954,49.99,5.2,0.922,0.0514,-0.0034,0.363,1.627,0,NORMAL,0
106.53,91.01,38.68,396.07,86.67,3.53,128.22,0.93,50.02,15.52,1.716,0.6142,0.0068,3.765,4.449,1,THERMAL_OVERLOAD,1
63.72,54.28,28.14,405.44,45.53,0.96,77.54,0.955,50.0,9.44,0.923,-0.0087,0.0065,0.946,1.375,0,NORMAL,0
63.24,57.75,28.91,400.65,41.33,1.16,67.91,0.933,49.95,5.49,0.828,-0.0228,-0.0142,1.187,0.959,0,NORMAL,0
58.77,53.2,29.32,394.27,35.55,6.85,65.0,0.953,49.93,5.58,0.701,0.0492,0.381,1.672,2.698,2,MECHANICAL_FAULT,1
